"LR No.","Master waybill","Warehouse Name","Description ","Order Id","Service Code","Vendor Code","Total Weight (in KG)","Actual Weight","Box Count ",Length,Breadth,Height,"Payment Mode","COD AMOUNT",Insurance,"e-Way bill","Invoice Amount","Invoice No","Shipper GSTIN","Consignee GSTIN",Company,"Consignee Name",Contact,Address,"Destination Pincode","Destination City","Destination State","Origin Pincode",Date,"Customer Code","Import Status","Error Message"
51966823016,51966823016,32970564,BOX,PU1008000059,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,501,501,16,10,10,10,PREPAID,,,,0,,,,"YM  ENTERPRISES","LUKER ELECTRIC TECHN",,,642109,POLLACHI,,380006,23/5/2026,32987032,Success,"Inserted Successfully"
51965009983,51965009983,32987478,BOX,703903,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,276,276,12,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","ATHENA GLOBAL SCHOOL",,,600130,CHENNAI,"Tamil Nadu",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009972,51965009972,32987478,BOX,280548,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,36,36,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","ISHA HOME SCHOOL",,,641114,COIMBATORE,"Tamil Nadu",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009961,51965009961,32987478,BOX,125558,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,89,89,5,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","RAMI REDDY",,,500019,HYDERABAD,Telangana,400066,23/5/2026,32987478,Failed,"Pincode not serviceable"
51965009821,51965009821,32987478,BOX,213162,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,30,30,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","SUMAIYAH DISTRIBUTOR",,,110002,DELHI,Delhi,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009810,51965009810,32987478,BOX,143058,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,194,194,8,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","KUSHWAHA REDDY",,,509217,SHADNAGAR,,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009806,51965009806,32987478,BOX,958321,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,30,30,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","SANJAY GHODAWAT INTE",,,412108,PUNE,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009795,51965009795,32987478,BOX,389859,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,184,184,8,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","OYSTER INTERNATIONAL",,,411060,PUNE,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009784,51965009784,32987478,BOX,171900,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,20,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","JUBILEE INTERNATIONA",,,600069,CHENNAI,"Tamil Nadu",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009773,51965009773,32987478,BOX,198735,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,20,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","THE LORD INTERNATION",,,600063,CHENNAI,"Tamil Nadu",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009762,51965009762,32987478,BOX,781230,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,20,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","VAELS INTERNATIONAL",,,600115,CHENNAI,"Tamil Nadu",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009320,51965009320,32987478,BOX,660596,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,18,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","YES BANK LIMITED",,,124507,BAHADURGARH,Haryana,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009316,51965009316,32987478,BOX,242238,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,42,42,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","YES BANK LIMITED",,,751007,BHUBANESHWAR,,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009305,51965009305,32987478,BOX,777071,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,42,42,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","YES BANK LIMITED",,,440010,NAGPUR,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009294,51965009294,32987478,BOX,930118,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,64,64,4,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","KOTAK MAHINDRA BANK",,,422005,NASHIK,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009283,51965009283,32987478,BOX,422079,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,42,42,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","YES BANK LIMITED",,,431001,AURANGABAD,Bihar,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009272,51965009272,32987478,BOX,268935,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,84,84,6,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","SBI GENERAL INSURANC",,,585102,GULBARGA,,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009261,51965009261,32987478,BOX,457070,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,51,51,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","YES BANK LIMITED",,,691001,KOLLAM,Kerala,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009250,51965009250,32987478,BOX,T11,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",MAYUR,,,431001,AURANGABAD,Bihar,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009246,51965009246,32987478,BOX,T8,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",AJAY,,,380009,AHMEDABAD,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009235,51965009235,32987478,BOX,T12,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ASIF,,,411057,PUNE,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009213,51965009213,32987478,BOX,T1,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ANKUSH,,,395009,SURAT,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009202,51965009202,32987478,BOX,T2,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ANKUSH,,,395002,SURAT,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009191,51965009191,32987478,BOX,T4,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ANKUSH,,,395010,SURAT,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009180,51965009180,32987478,BOX,T5,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",AJAY,,,390005,VADODARA,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009176,51965009176,32987478,BOX,T6,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",AJAY,,,380008,AHMEDABAD,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009165,51965009165,32987478,BOX,118108,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,64,64,4,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","KOTAK MAHINDRA BANK",,,431001,AURANGABAD,Bihar,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965009154,51965009154,32987478,BOX,259451,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,42,42,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","YES BANK LIMITED",,,462021,BHOPAL,"Madhya Pradesh",400066,23/5/2026,32987478,Success,"Inserted Successfully"
990048666,58165948816,32970153,BOX,1.28E+11,PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,10,0,1,10,10,10,PREPAID,,,,341000,,,,"SSBC Global Logistics Private Limited","Prashanth Kanickaraj",,,560045,BANGALORE,Karnataka,302019,25/5/2026,32987397,Success,"Inserted Successfully"
51965008130,51965008130,32987478,BOX,462296,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,42,42,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","KOTAK MAHINDRA BANK",,,410218,"NAVI MUMBAI",Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
58940547923,58940547923,32987494,BOX,"PANJAN GGN",PAFEX_AIR_CARGO_TIME_CRITICAL,Bluedart_APEX,70,70,3,10,10,10,PREPAID,,,,0,,,,"MR CARGO SERVICES","TELIT COMMUNICATION",,,122001,GURGAON,Haryana,600041,23/5/2026,32987494,Success,"Inserted Successfully"
51965007905,51965007905,32987478,BOX,239731,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,40,40,5,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","AMBUJA CEMENT LTD",,,442908,GADCHANDUR,,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007894,51965007894,32987478,BOX,749797,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,24,24,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","D MART",,,530020,VISAKHAPATNAM,"Andhra Pradesh",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007883,51965007883,32987478,BOX,S339,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,448,300,20,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","ITI FINANCE",,,500029,HYDERABAD,Telangana,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007872,51965007872,32987478,BOX,T9,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",AASIF,,,411045,PUNE,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007861,51965007861,32987478,BOX,T10,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",AJAY,,,380059,AHMEDABAD,Gujarat,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007850,51965007850,32987478,BOX,S338,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,239,166,10,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","ITI GOLD LOANS",,,416008,KOLHAPUR,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007721,51965007721,32987478,BOX,Z317,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,100,100,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","AGARWAL ENTERPRISES",,,248001,DEHRADUN,Uttarakhand,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007566,51965007566,32987478,BOX,L173,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,60,60,4,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","ICICI BANK",,,226016,LUCKNOW,"Uttar Pradesh",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007555,51965007555,32987478,BOX,CP55,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,30,30,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","GVR NUTRISE",,,442301,HINGANGHAT,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007544,51965007544,32987478,BOX,NG56,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,165,120,8,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","RAINBOW AVIATION",,,110037,DELHI,Delhi,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007533,51965007533,32987478,BOX,360,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,325,325,20,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",SINTEX,,,382721,KALOL,,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007522,51965007522,32987478,BOX,TO79,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,20,6,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ACADEMIC,,,500098,HYDERABAD,Telangana,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965007511,51965007511,32987478,BOX,TO80,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,32,32,5,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ACADEMIC,,,500070,HYDERABAD,Telangana,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965005046,51965005046,32987478,BOX,RAMA4372,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,30,30,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","JAGUAR SECURITY SERV",,,600096,CHENNAI,"Tamil Nadu",400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965005035,51965005035,32987478,BOX,RA137,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,27,27,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","JAGUAR SECURITY SERV",,,500081,HYDERABAD,Telangana,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965005024,51965005024,32987478,BOX,TO77,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,310,310,14,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","NOEL SCHOOL",,,444004,AKOLA,Maharashtra,400066,23/5/2026,32987478,Success,"Inserted Successfully"
51965005013,51965005013,32987478,BOX,TO78,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,80,80,6,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED",ACADEMIC,,,500013,HYDERABAD,Telangana,400066,23/5/2026,32987478,Success,"Inserted Successfully"
937680255,937680255,32987294,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,10,0.97,1,10,10,10,PREPAID,,,,2609,,,,"YCH LOGISTICS INDIA PVT LTD (MOHALI)",AMIT,,,110020,DELHI,Delhi,160071,13/5/2026,32987294,Failed,"Order ID can not be blank"
937680244,937680244,32987294,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,23,22.36,1,10,10,10,PREPAID,,,,345601.62,,,,"YCH LOGISTICS INDIA PVT LTD (MOHALI)","LENOVO GLOBAL  TECHNOLOGY INDIA PVT LTD",,,600124,CHENNAI,"Tamil Nadu",160071,13/5/2026,32987294,Failed,"Order ID can not be blank"
937680292,937680292,32987294,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,10,1.09,1,10,10,10,PREPAID,,,,5497,,,,"YCH LOGISTICS INDIA PVT LTD (MOHALI)","LENOVO INDIA PVT LTD",,,400070,MUMBAI,Maharashtra,160071,12/5/2026,32987294,Failed,"Order ID can not be blank"
937680281,937680281,32987294,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,10,0.5,1,10,10,10,PREPAID,,,,693,,,,"YCH LOGISTICS INDIA PVT LTD (MOHALI)","LENOVO INDIA PVT LTD",,,411048,PUNE,Maharashtra,160071,12/5/2026,32987294,Failed,"Order ID can not be blank"
51963285986,51963285986,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,84,84,4,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","RUDRA MAHCINE TOOLS",,,144026,JALANDHAR,Punjab,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285975,51963285975,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,65,65,1,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29",ACE,,,400016,MUMBAI,Maharashtra,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285964,51963285964,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,16,16,1,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","SAMROIDDHI MAHICNE",,,140603,ZIRAKPUR,,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285953,51963285953,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,11,11,1,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","VISION ENTER",,,360001,RAJKOT,Gujarat,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285150,51963285150,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,192,192,13,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","SAI CRTION",,,201206,MODINAGAR,,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285146,51963285146,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,30,30,2,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29",MEDITRON,,,834001,RANCHI,Jharkhand,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285135,51963285135,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,40,40,2,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29",NELIMBO,,,201309,NOIDA,Haryana,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285124,51963285124,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,10,10,1,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","SERENTICA REN CABLES",,,342001,JODHPUR,Rajasthan,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285113,51963285113,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,25,25,1,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29","VIKRAM ENGI NEERING",,,462001,BHOPAL,"Madhya Pradesh",560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963285102,51963285102,32987612,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,29,29,2,10,10,10,PREPAID,,,,0,,,,"Y M ENTERPRISES- 29",KARTHIK,,,577101,CHIKKAMAGALUR,,560001,23/5/2026,32987612,Failed,"Order ID can not be blank"
51963205534,51963205534,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,144,86,15,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","ALLIANCE HEALTH CARE",,,500017,HYDERABAD,Telangana,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51963205523,51963205523,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,34,24,4,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","AIRUTHI WELLNESS",,,560017,BANGALORE,Karnataka,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51963205512,51963205512,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,59,42,7,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","GURADIAN PHARMACEUTI",,,160014,CHANDIGARH,Chandigarh,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51963205501,51963205501,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,145,90,13,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","S R ENTERPRISES",,,560086,BANGALORE,Karnataka,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51963205490,51963205490,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,167,120,20,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","SURTITEC PVT",,,110028,DELHI,Delhi,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51963205486,51963205486,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,625,350,36,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","MEDIWYN HEALTH  CARE",,,560076,BANGALORE,Karnataka,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
937680270,937680270,32987294,BOX,0,PAFEX_AIR_CARGO_TIME_CRITICAL,Critical_Log,10,5.91,1,10,10,10,PREPAID,,,,105766.74,,,,"YCH LOGISTICS INDIA PVT LTD (MOHALI)","LENOVO GLOBAL TECHNOLOGY INDIA PVT LTD",,,600124,CHENNAI,"Tamil Nadu",160071,12/5/2026,32987294,Failed,"Order ID can not be blank"
51963205475,51963205475,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,95,50,7,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","BIO WIN ENTERPRISES",,,600107,CHENNAI,"Tamil Nadu",122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51962777985,51962777985,32970564,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,350,350,9,10,10,10,PREPAID,,,,0,,,,"YM  ENTERPRISES","THE SOULECT STORE PV",,,421101,THANE,Maharashtra,411004,24/5/2026,32987032,Failed,"Order ID can not be blank"
51961974901,51961974901,32970588,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,10,10,1,10,10,10,PREPAID,,,,0,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27",OTIS,,,110030,DELHI,Delhi,122001,23/5/2026,32987561,Failed,"Order ID can not be blank"
51961974890,51961974890,32970588,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,50,50,10,10,10,10,PREPAID,,,,0,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27",OTIS,,,110030,DELHI,Delhi,122001,23/5/2026,32987561,Failed,"Order ID can not be blank"
51961834551,51961834551,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,150,150,10,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","BEYOND SUPPS",,,560038,BANGALORE,Karnataka,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961831003,51961831003,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","PROTM NUTRITION",,,671316,KANHANGAD,,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830970,51961830970,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,80,80,7,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","STAR NUTRITION",,,243001,BAREILLY,"Uttar Pradesh",122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830955,51961830955,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,2,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","GETFIT NUTRITION",,,284001,JHANSI,"Uttar Pradesh",122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830760,51961830760,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,232,232,20,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","BRIGHT BOOST",,,410203,KHOPOLI,,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830712,51961830712,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,384,384,37,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","POPEYES SUPPLEMENT",,,313001,UDAIPUR,Rajasthan,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830686,51961830686,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","MACRO NUTRITION",,,390018,VADODARA,Gujarat,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830675,51961830675,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,262,262,32,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","HEALTH FIT XL",,,700084,KOLKATA,"West Bengal",122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830664,51961830664,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,100,100,12,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","SS FITNESS SOLUTIONS",,,600008,CHENNAI,"Tamil Nadu",122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830653,51961830653,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,27,27,3,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","GO SPORTS",,,411036,PUNE,Maharashtra,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830642,51961830642,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,20,10,1,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","RAYZZ SUPPLEMENT",,,221010,VARANASI,"Uttar Pradesh",122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
51961830631,51961830631,32987478,BOX,0,PAFEX_ROAD_TIME_CRITICAL,Bluedart_Surface,40,40,4,10,10,10,PREPAID,,,,0,,,,"WAY FINDER LOGIX PRIVATE LIMITED","MUSCLE AND STRENGHT",,,110027,DELHI,Delhi,122413,23/5/2026,32987478,Failed,"Order ID can not be blank"
