"LR No.","Master waybill","Warehouse Name","Description ","Order Id","Service Code","Vendor Code","Total Weight (in KG)","Actual Weight","Box Count ",Length,Breadth,Height,"Payment Mode","COD AMOUNT",Insurance,"e-Way bill","Invoice Amount","Invoice No","Shipper GSTIN","Consignee GSTIN",Company,"Consignee Name",Contact,Address,"Destination Pincode","Destination City","Destination State","Origin Pincode",Date,"Customer Code","Import Status","Error Message"
91696580335,91696580335,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,110,110,17,10,10,10,PREPAID,,,,35759.08,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,700046,KOLKATA,"West Bengal",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580334,91696580334,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,8956.51,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,492007,RAIPUR,Chhattisgarh,421302,24/5/2026,32987561,Failed,"Order ID can not be blank"
91696580333,91696580333,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,364.63,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,800001,PATNA,Bihar,421302,24/5/2026,32987561,Failed,"Order ID can not be blank"
91696580332,91696580332,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,30,30,2,10,10,10,PREPAID,,,,22067,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,834002,RANCHI,Jharkhand,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580331,91696580331,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,20,20,1,10,10,10,PREPAID,,,,5871.5,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,122004,GURGAON,Haryana,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580330,91696580330,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,340.8,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,452015,INDORE,"Madhya Pradesh",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580329,91696580329,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,6864,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,201301,NOIDA,Haryana,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580328,91696580328,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,4976,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,500008,HYDERABAD,Telangana,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580327,91696580327,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,19643,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,570008,MYSORE,Karnataka,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580326,91696580326,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,2873.15,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,492007,RAIPUR,Chhattisgarh,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580325,91696580325,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,3656.55,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR",,,411041,PUNE,Maharashtra,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580324,91696580324,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,2479.79,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,800001,PATNA,Bihar,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580323,91696580323,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,27,27,1,10,10,10,PREPAID,,,,16131.95,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,751007,BHUBANESHWAR,,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580322,91696580322,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,231,231,9,10,10,10,PREPAID,,,,99941,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,201301,NOIDA,Haryana,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580321,91696580321,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,0,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","SPOC Details",,,411041,PUNE,Maharashtra,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580320,91696580320,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,40,40,2,10,10,10,PREPAID,,,,5687,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,462016,BHOPAL,"Madhya Pradesh",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580319,91696580319,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,20,20,2,10,10,10,PREPAID,,,,2260.65,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR",,,431005,AURANGABAD,Bihar,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580318,91696580318,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,4,1,10,10,10,PREPAID,,,,8725,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","M/S OTIS ELEVATOR CO. LTD.",,,248005,DEHRADUN,Uttarakhand,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580317,91696580317,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,40,40,2,10,10,10,PREPAID,,,,6843.07,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,781028,GUWAHATI,Assam,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580316,91696580316,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,6,1,10,10,10,PREPAID,,,,14899.75,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,600098,CHENNAI,"Tamil Nadu",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580315,91696580315,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,15,15,2,10,10,10,PREPAID,,,,36510.14,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,140603,ZIRAKPUR,,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580314,91696580314,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,6,1,10,10,10,PREPAID,,,,9726.64,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,673018,KOZHIKODE,Kerala,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580313,91696580313,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,27538,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,110020,DELHI,Delhi,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580312,91696580312,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,12,12,1,10,10,10,PREPAID,,,,54603,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,142021,LUDHIANA,Punjab,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580311,91696580311,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,3987,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR",,,411041,PUNE,Maharashtra,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580310,91696580310,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,90,90,4,10,10,10,PREPAID,,,,134145,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,122004,GURGAON,Haryana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580309,91696580309,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,14,14,1,10,10,10,PREPAID,,,,13440.79,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA)",,,208005,KANPUR,"Uttar Pradesh",421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580308,91696580308,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,40,40,2,10,10,10,PREPAID,,,,53763.16,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,201301,NOIDA,Haryana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580307,91696580307,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,11073.63,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,500008,HYDERABAD,Telangana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580306,91696580306,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,118,118,4,10,10,10,PREPAID,,,,6508.17,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,700046,KOLKATA,"West Bengal",421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580305,91696580305,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,242.11,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,500008,HYDERABAD,Telangana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580304,91696580304,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,4830.96,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,302013,JAIPUR,Rajasthan,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580303,91696580303,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,613,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,751007,BHUBANESHWAR,,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580302,91696580302,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,21,21,2,10,10,10,PREPAID,,,,20823.07,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,560036,BANGALORE,Karnataka,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580301,91696580301,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,8,2,10,10,10,PREPAID,,,,118006,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,500008,HYDERABAD,Telangana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580235,91696580235,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,20,20,1,10,10,10,PREPAID,,,,32535,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,560008,BANGALORE,Karnataka,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580228,91696580228,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,630,630,29,10,10,10,PREPAID,,,,357494,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,700046,KOLKATA,"West Bengal",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580225,91696580225,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,7,1,10,10,10,PREPAID,,,,4298,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,201301,NOIDA,Haryana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580224,91696580224,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,150,150,2,10,10,10,PREPAID,,,,30762,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,530016,VISAKHAPATNAM,"Andhra Pradesh",421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580223,91696580223,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,14,14,1,10,10,10,PREPAID,,,,85550,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,201301,NOIDA,Haryana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580222,91696580222,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,28,28,2,10,10,10,PREPAID,,,,52202.65,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,180002,JAMMU,"Jammu and Kashmir",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580208,91696580208,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,7,1,10,10,10,PREPAID,,,,41301,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,452015,INDORE,"Madhya Pradesh",421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580207,91696580207,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,55,55,2,10,10,10,PREPAID,,,,305965,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,500034,HYDERABAD,Telangana,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580206,91696580206,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,2107.81,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA)",,,800001,PATNA,Bihar,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580205,91696580205,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,8004.03,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR",,,416006,KOLHAPUR,Maharashtra,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580204,91696580204,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,130,130,3,10,10,10,PREPAID,,,,61407,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR",,,411041,PUNE,Maharashtra,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696580203,91696580203,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,6,1,10,10,10,PREPAID,,,,8267,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,411041,PUNE,Maharashtra,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580202,91696580202,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,25,25,2,10,10,10,PREPAID,,,,4229,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,625010,MADURAI,"Tamil Nadu",421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696580201,91696580201,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,960,960,3,10,10,10,PREPAID,,,,118890,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,695010,THIRUVANANTHAPURAM,Kerala,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270642,91696270642,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,100,100,1,10,10,10,PREPAID,,,,2026,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27",OTIES,,,441108,NAGPUR,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270641,91696270641,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,30,30,1,10,10,10,PREPAID,,,,14854,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY INDIA LT",,,401208,MUMBAI,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270640,91696270640,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,30,30,1,10,10,10,PREPAID,,,,2734,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,411048,PUNE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270639,91696270639,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,30,30,1,10,10,10,PREPAID,,,,17324,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,411046,PUNE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270638,91696270638,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,27,27,1,10,10,10,PREPAID,,,,1779,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,411004,PUNE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270637,91696270637,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,2432,2432,4,10,10,10,PREPAID,,,,25177,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,441501,NAGPUR,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270636,91696270636,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,110,110,2,10,10,10,PREPAID,,,,25362,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,400706,"NAVI MUMBAI",Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270635,91696270635,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,50,50,1,10,10,10,PREPAID,,,,3818,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY INDIA",,,411045,PUNE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270634,91696270634,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,50,50,1,10,10,10,PREPAID,,,,3003,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,342001,JODHPUR,Rajasthan,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270633,91696270633,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,109,109,2,10,10,10,PREPAID,,,,9978,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,303303,DAUSA,,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270632,91696270632,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,50,50,3,10,10,10,PREPAID,,,,32932,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,400007,MUMBAI,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270631,91696270631,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,30,30,1,10,10,10,PREPAID,,,,0,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","SPOC Details",,,400077,MUMBAI,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270630,91696270630,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,81,81,6,10,10,10,PREPAID,,,,6737,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,400610,THANE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270629,91696270629,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,100,100,1,10,10,10,PREPAID,,,,4017,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,400097,MUMBAI,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270628,91696270628,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,2,1,10,10,10,PREPAID,,,,600,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OITS ELEVATOR INDIA LTD B",,,411026,PUNE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270627,91696270627,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,45,45,2,10,10,10,PREPAID,,,,13955,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,400026,MUMBAI,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270626,91696270626,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,21807,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,412101,PUNE,Maharashtra,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270625,91696270625,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,3215,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,380006,AHMEDABAD,Gujarat,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270611,91696270611,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,4565,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,302002,JAIPUR,Rajasthan,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696270610,91696270610,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,5,1,10,10,10,PREPAID,,,,3249,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY",,,342001,JODHPUR,Rajasthan,560105,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696255238,91696255238,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,100,100,3,10,10,10,PREPAID,,,,25967.38,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,700046,KOLKATA,"West Bengal",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696255215,91696255215,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,3,1,10,10,10,PREPAID,,,,9468.84,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,751007,BHUBANESHWAR,,421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696255208,91696255208,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,15,15,1,10,10,10,PREPAID,,,,3708.81,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,625010,MADURAI,"Tamil Nadu",421302,23/5/2026,32987561,Failed,"Order ID can not be blank"
91696255195,91696255195,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,8,1,10,10,10,PREPAID,,,,51587,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,462016,BHOPAL,"Madhya Pradesh",421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696255188,91696255188,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,30,30,2,10,10,10,PREPAID,,,,15329,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR",,,416006,KOLHAPUR,Maharashtra,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696255140,91696255140,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,1,1,10,10,10,PREPAID,,,,1368.43,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,500008,HYDERABAD,Telangana,421302,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696032139,91696032139,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,2000,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","AVDESH KUMAR",,,208012,KANPUR,"Uttar Pradesh",248001,22/5/2026,32987561,Failed,"Order ID can not be blank"
91696015987,91696015987,32970588,BOX,0,PAFEX_ROAD_EXPRESS_XB,Xpressbees,10,10,1,10,10,10,PREPAID,,,,811,,,,"OTIS ELEVATOR COMPANY (INDIA) LIMITED-27","OTIS ELEVATOR COMPANY (INDIA) LTD",,,142021,LUDHIANA,Punjab,180002,22/5/2026,32987561,Failed,"Order ID can not be blank"
